latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.5462,106.4982,320.2,1,1,2023-11-05,0254,Terra,MODIS,62,61.03,297.7,10,D,0
-2.5475,106.5071,325.5,1,1,2023-11-05,0254,Terra,MODIS,79,61.03,297.6,15.7,D,0
-2.7621000000000002,106.3751,308,1,1,2023-11-07,1456,Terra,MODIS,73,61.03,293.4,6.6,N,0
-2.8616,106.5279,314.1,1,1,2023-11-07,1456,Terra,MODIS,89,61.03,294.5,10.5,N,0
-2.8431,106.5189,305.6,1,1,2023-11-07,1456,Terra,MODIS,63,61.03,294.8,4.6,N,0
-2.8443,106.5101,317.1,1,1,2023-11-07,1456,Terra,MODIS,94,61.03,294.8,13.3,N,0
-2.833,106.5265,311.1,1,1,2023-11-07,1456,Terra,MODIS,82,61.03,295,8.1,N,0
-2.8467,106.5182,304.7,1.4,1.2,2023-11-07,1834,Aqua,MODIS,56,61.03,294.3,7.3,N,0
-1.7188,105.9442,311.8,2.1,1.4,2023-11-08,0317,Terra,MODIS,51,61.03,294.2,12.9,D,0
-2.8635,106.5413,310.1,2.4,1.5,2023-11-08,0318,Terra,MODIS,35,61.03,292.4,18.1,D,0
-2.8595,106.5362,312,2.4,1.5,2023-11-08,0318,Terra,MODIS,37,61.03,292.2,23.1,D,0
-3.1697,107.7807,316.4,1.1,1,2023-11-08,0653,Aqua,MODIS,50,61.03,300.8,5.8,D,0
-2.9387,108.2262,328.7,1.1,1.1,2023-11-08,0653,Aqua,MODIS,82,61.03,305.4,16.9,D,0
-2.8773,108.0218,320.2,1.1,1,2023-11-08,0653,Aqua,MODIS,67,61.03,298,11.8,D,0
-3.0529,106.6302,318.4,1,1,2023-11-08,0653,Aqua,MODIS,67,61.03,301.1,8.1,D,0
-3.0542,106.6213,352.4,1,1,2023-11-08,0653,Aqua,MODIS,96,61.03,302.3,59.9,D,0
-2.9382,106.8435,317.9,1,1,2023-11-08,0653,Aqua,MODIS,66,61.03,302.4,7.9,D,0
-2.924,106.4993,319.4,1,1,2023-11-08,0653,Aqua,MODIS,68,61.03,299.7,10,D,0
-2.6608,108.047,317.1,1.1,1,2023-11-08,0653,Aqua,MODIS,60,61.03,297.7,9.3,D,0
-2.8633,106.5291,326.6,1,1,2023-11-08,0653,Aqua,MODIS,71,61.03,301.8,15.3,D,0
-2.8442,106.5354,325.8,1,1,2023-11-08,0653,Aqua,MODIS,55,61.03,302.8,13.2,D,0
-2.8455,106.5265,346.3,1,1,2023-11-08,0653,Aqua,MODIS,93,61.03,305.3,43.7,D,0
-2.8353,106.5341,322.1,1,1,2023-11-08,0653,Aqua,MODIS,58,61.03,301.8,9.5,D,0
-2.8366,106.5252,347.4,1,1,2023-11-08,0653,Aqua,MODIS,93,61.03,304.7,46.3,D,0
-2.5952,106.6048,320.4,1,1,2023-11-08,0653,Aqua,MODIS,70,61.03,302.4,8.1,D,0
-2.5966,106.5323,316.7,1,1,2023-11-08,0653,Aqua,MODIS,55,61.03,301.1,6.6,D,0
-2.5979,106.5234,316.1,1,1,2023-11-08,0653,Aqua,MODIS,61,61.03,301.4,6.1,D,0
-2.8336,106.5359,302.7,2.4,1.5,2023-11-08,1915,Aqua,MODIS,51,61.03,292.3,15.3,N,0
-2.8381,106.5371,304.7,1.4,1.2,2023-11-09,1439,Terra,MODIS,46,61.03,292.9,6.8,N,0
-2.8398,106.5247,310.6,1.4,1.2,2023-11-09,1439,Terra,MODIS,80,61.03,293.3,13.2,N,0
-2.8294,106.5233,306.1,1.4,1.2,2023-11-09,1439,Terra,MODIS,67,61.03,292.7,8.5,N,0
-2.8318,106.5305,310.7,1.4,1.2,2023-11-09,1439,Terra,MODIS,81,61.03,293,13.5,N,0
-2.746,106.487,303.2,1.4,1.2,2023-11-09,1439,Terra,MODIS,54,61.03,291.3,6.6,N,0
-1.7151,105.9426,314.7,1.1,1,2023-11-10,0301,Terra,MODIS,54,61.03,292.6,9.3,D,0
-2.6377,106.3955,326.4,1.2,1.1,2023-11-10,0301,Terra,MODIS,80,61.03,296.8,22.8,D,0
-3.1545,108.1022,318.5,1.1,1.1,2023-11-10,0638,Aqua,MODIS,61,61.03,301.3,7.5,D,0
-3.0918,108.1678,319.5,1.1,1,2023-11-10,0638,Aqua,MODIS,41,61.03,301.1,6.6,D,0
-2.059,105.9625,322.6,1.4,1.2,2023-11-10,0638,Aqua,MODIS,71,61.03,290,26.6,D,0
-2.0615,105.8712,318.7,1.5,1.2,2023-11-10,0638,Aqua,MODIS,66,61.03,292.6,18.9,D,0
-1.9826,105.9331,311.5,1.4,1.2,2023-11-10,0638,Aqua,MODIS,36,61.03,294,8.8,D,0
-2.441,106.1583,317.9,1.2,1.1,2023-11-13,0704,Aqua,MODIS,63,61.03,296.4,10.3,D,0
-2.4579,106.3181,322.4,1.3,1.1,2023-11-13,0704,Aqua,MODIS,68,61.03,293.6,15.9,D,0
-2.4563,106.3292,315.8,1.3,1.1,2023-11-13,0704,Aqua,MODIS,42,61.03,294.4,7.5,D,0
-2.1715,105.9565,311,1.4,1.2,2023-11-15,0308,Terra,MODIS,50,61.03,292.1,6.2,D,0
-2.4268,106.0481,317.5,1,1,2023-11-15,0649,Aqua,MODIS,69,61.03,288.2,10,D,0
-2.4021,106.0911,317.1,1,1,2023-11-15,0649,Aqua,MODIS,68,61.03,291.6,9.2,D,0
-2.4035,106.082,320.3,1,1,2023-11-15,0649,Aqua,MODIS,73,61.03,291.2,12.6,D,0
-2.2398,106.1298,324.6,1,1,2023-11-15,0649,Aqua,MODIS,78,61.03,285.6,20.8,D,0
-2.0426,105.7707,319.6,1,1,2023-11-15,0649,Aqua,MODIS,72,61.03,298.8,9.1,D,0
-2.0439,105.7614,319.8,1,1,2023-11-15,0649,Aqua,MODIS,72,61.03,298.9,9,D,0
-1.6511,105.4156,315.6,1.1,1,2023-11-15,0649,Aqua,MODIS,68,61.03,298.7,5.8,D,0
-2.8545,106.4708,325.7,1,1,2023-11-15,0649,Aqua,MODIS,82,61.03,287,19.6,D,0
-2.8558,106.4618,309.6,1,1,2023-11-15,0649,Aqua,MODIS,58,61.03,284.4,5,D,0
-2.8882,106.2354,322,1,1,2023-11-15,0649,Aqua,MODIS,0,61.03,287.5,14.3,D,0
-2.8146,106.4217,306.7,1,1,2023-11-15,0649,Aqua,MODIS,43,61.03,276.3,4.5,D,0
-2.6692,106.3425,323.3,1,1,2023-11-15,0649,Aqua,MODIS,71,61.03,292.2,14.6,D,0
-2.5841,106.7415,328.3,1,1,2023-11-15,0649,Aqua,MODIS,83,61.03,286.4,18.8,D,0
-2.5854,106.7326,318.2,1,1,2023-11-15,0649,Aqua,MODIS,69,61.03,287,8.1,D,0
-2.6323,106.2169,312.2,1,1,2023-11-15,0649,Aqua,MODIS,43,61.03,290.5,3.9,D,0
-2.6336,106.2078,328.9,1,1,2023-11-15,0649,Aqua,MODIS,83,61.03,292.3,21.1,D,0
-2.6349,106.1987,355.1,1,1,2023-11-15,0649,Aqua,MODIS,98,61.03,293.4,69.4,D,0
-2.6259,106.1974,312.6,1,1,2023-11-15,0649,Aqua,MODIS,54,61.03,290.4,4.8,D,0
-2.6376,106.1152,310.2,1,1,2023-11-15,0649,Aqua,MODIS,49,61.03,287.5,4.3,D,0
-2.5376,106.556,318.1,1,1,2023-11-15,0649,Aqua,MODIS,65,61.03,287.9,10.2,D,0
-2.4471,106.1593,314.7,1,1,2023-11-15,0649,Aqua,MODIS,61,61.03,292.3,6.4,D,0
-2.4345,106.0585,316.4,1,1,2023-11-15,0649,Aqua,MODIS,66,61.03,288.9,9.1,D,0
-2.4255,106.0572,334.2,1,1,2023-11-15,0649,Aqua,MODIS,86,61.03,289.4,29.9,D,0
-2.8711,106.5509,315,1.1,1.1,2023-11-20,0700,Aqua,MODIS,38,61.03,297.8,5.5,D,0
-2.8474,106.517,325.9,1.1,1.1,2023-11-20,0700,Aqua,MODIS,68,61.03,301.4,14.9,D,0
-2.8135,106.5164,328.1,1.1,1.1,2023-11-20,0700,Aqua,MODIS,78,61.03,301.4,17.8,D,0
-2.7882,106.362,327.7,1.1,1,2023-11-20,0700,Aqua,MODIS,80,61.03,299.3,20.6,D,0
-2.7495,106.3663,320.8,1.1,1,2023-11-20,0700,Aqua,MODIS,71,61.03,299,11.8,D,0
-2.751,106.3565,322.5,1.1,1,2023-11-20,0700,Aqua,MODIS,74,61.03,299,14.1,D,0
-2.2986,106.1242,324.7,1.1,1,2023-11-20,0700,Aqua,MODIS,78,61.03,296.6,16.5,D,0
-1.5807,105.9896,322.8,1,1,2023-11-29,0248,Terra,MODIS,76,61.03,296.3,14.9,D,0
-1.5821,105.9988,315.9,1,1,2023-11-29,0248,Terra,MODIS,61,61.03,297,7.8,D,0
-3.0348,108.0813,314.4,1.1,1,2023-11-29,0641,Aqua,MODIS,41,61.03,293.3,6.9,D,0
-3.1645,108.0101,317.1,1.1,1,2023-11-29,0641,Aqua,MODIS,67,61.03,296.4,6.2,D,0
-1.5819,105.9883,314,1.3,1.1,2023-11-29,0642,Aqua,MODIS,34,61.03,293,10.3,D,0
-2.8389,106.5164,306.1,1.2,1.1,2023-12-11,1504,Terra,MODIS,67,61.03,290.1,6.8,N,0
-3.1925,108.0176,311.2,1.4,1.2,2023-12-13,0632,Aqua,MODIS,47,61.03,296,6.9,D,0
-2.3379,106.0515,310.2,2,1.4,2023-12-13,0633,Aqua,MODIS,20,61.03,290.3,12.3,D,0
-2.8094,106.4286,308.6,1.9,1.3,2023-12-13,0633,Aqua,MODIS,51,61.03,282.9,9.4,D,0
-2.4244,106.2143,323.1,1.9,1.3,2023-12-13,0633,Aqua,MODIS,69,61.03,287,40.9,D,0
-2.3305,106.0574,313.7,2,1.4,2023-12-13,0633,Aqua,MODIS,57,61.03,290.4,18.8,D,0
-1.5543,105.7722,315.2,1,1,2023-12-16,0659,Aqua,MODIS,58,61.03,288,9.6,D,0
-2.4906,106.4513,317.8,1.2,1.1,2023-12-18,0643,Aqua,MODIS,62,61.03,297.7,9.5,D,0
-2.5958,106.3644,321.9,1.2,1.1,2023-12-18,0643,Aqua,MODIS,75,61.03,298,14.8,D,0
-2.5974,106.3537,327.3,1.2,1.1,2023-12-18,0643,Aqua,MODIS,80,61.03,297.7,23.2,D,0
-2.489,106.4619,335.2,1.2,1.1,2023-12-18,0643,Aqua,MODIS,66,61.03,297.1,36.2,D,0
-2.6056,106.3658,320.1,1.2,1.1,2023-12-18,0643,Aqua,MODIS,59,61.03,297.7,12.6,D,0
